"product-card href","card-logo src","card-img src","card-label","card-model","card-desc","card-price","card-price 2"
"https://www.rentalsegye.com/product.php?no=27966&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_xTyeYlgk_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-03-27T170905.866_224x224.png","타사보상","CP-ABS100GWH/GPK","[쿠쿠] 인스퓨어 STEAM 100 끓인 물 정수기","24,210","0"
"https://www.rentalsegye.com/product.php?no=33089&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614355_8a0LpBSK_thumb-ID0101_4582_attimg_org_600x600_224x224.png","타사보상","CHP-6340L","[코웨이] 엘리트 정수기","27,810","0"
"https://www.rentalsegye.com/product.php?no=36388&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/990098083_kerDvt2q_CP-AHS100HE_480x480.gif","타사보상","CP-AHS100HEW/EG/EBR/EB/PK","[쿠쿠] 제로 100 슬림 얼음 정수기","36,810","10,810"
"https://www.rentalsegye.com/product.php?no=38406&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_TtgPoe0h_logo_lg_372x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_XexMZ5JV_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_286829_224x224.png","타사보상","WU523ACB/WB","[LG] 퓨리케어 오브제컬렉션 빌트인 냉온정수기","23,900","0"
"https://www.rentalsegye.com/product.php?no=24544&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2041769634_avWQbT5G_1646014241_T8qlUVJ4_1_224x224.jpg","타사보상","WP270UWA","[웰스] 미네랄 중형 스탠드 PLUS 냉온정수기","29,900","4,900"
"https://www.rentalsegye.com/product.php?no=24545&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2041769634_RAcHYdpC_1646014241_T8qlUVJ4_1_224x224.jpg","타사보상","WP270UWA","[웰스] 미네랄 중형 스탠드 PLUS 냉온정수기 (업소용)","36,900","11,900"
"https://www.rentalsegye.com/product.php?no=37469&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_TtgPoe0h_logo_lg_372x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_nRSMAL8q_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_286229_224x224.png","타사보상","WD220MCB/NB","[LG] 퓨리케어 오브제컬렉션 라이트온 온정수기","16,900","0"
"https://www.rentalsegye.com/product.php?no=11145&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3717215401_8x5CziFh_EC8DB8EB84A4EC9DBC1_224x224.png","","CHP-700L","[코웨이] 정수기","60,100","30,100"
"https://www.rentalsegye.com/product.php?no=11147&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3717215401_d5E8DQMR_EC8DB8EB84A4EC9DBC1_224x224.png","","CHP-5700R","[코웨이] 시루직수 워터 스탠드(냉온정)","51,900","21,900"
"https://www.rentalsegye.com/product.php?no=11180&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_Tol7uzXj_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_289029_224x224.png","타사보상","CHPI-620L","[코웨이] 아이스 스탠드 슬림","44,010","14,010"
"https://www.rentalsegye.com/product.php?no=11187&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_bY6FaDlP_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_289129_224x224.png","타사보상","CHPI-5801L","[코웨이] 아이스 스탠드 (냉온정)","50,310","20,310"
"https://www.rentalsegye.com/product.php?no=11231&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_Vg5fGhCY_logo_ubus_281x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-238047466_jaFMIdSt_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2024-02-02T091650.644_224x224.png","","UBUS-P202HUF","[유버스] 냉온정수기","19,900","0"
"https://www.rentalsegye.com/product.php?no=11237&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2041769691_WtMkS9qY_ID0105_2756_attimg_org_224x224.png","반값할인","CPSI-8510L","[코웨이] AIS 정수기 3.0 스파클링(냉정)","44,010","14,010"
"https://www.rentalsegye.com/product.php?no=11284&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_M4cn9Jgo_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-03-27T162318.795_224x224.png","","CP-TS100WS/DSL/GWH/GPK","[쿠쿠] 인앤아웃 10'S 100℃ 끓는 물 정수기","20,900","0"
"https://www.rentalsegye.com/product.php?no=11309&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990093989_9XCAVkP3_EBA994EC9DB8_1_224x224.png","","CP-X501HW","[쿠쿠] 인스퓨어 슬림 냉온정수기","18,900","0"
"https://www.rentalsegye.com/product.php?no=11310&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990093989_rmslR6iI_EBA994EC9DB8_1_224x224.png","","CP-X501SW","[쿠쿠] 인스퓨어 슬림 냉온정수기","19,900","0"
"https://www.rentalsegye.com/product.php?no=11311&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990093989_M8mxjvsR_EBA994EC9DB8_1_224x224.png","","CP-QN3002S","[쿠쿠] 인스퓨어 대용량 냉온정수기","27,900","1,900"
"https://www.rentalsegye.com/product.php?no=11361&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_NTrpRsDn_P-B30S_ED9994EC9DB4ED8AB8_224x224.jpg","","P-B30S","[현대큐밍] 더퓨어 베이직 냉온정수기","16,900","0"
"https://www.rentalsegye.com/product.php?no=11366&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990093989_Msw6YPOR_EBA994EC9DB8_1_224x224.png","","P-P32CS","[현대큐밍] 더퓨어 플러스 살균 냉온정수기 (하프형)","20,900","0"
"https://www.rentalsegye.com/product.php?no=11367&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990093989_nkE4BcJF_EBA994EC9DB8_1_224x224.png","","P-P32SS","[현대큐밍] 더퓨어 플러스 살균 냉온정수기 (스탠드형)","21,900","0"
"https://www.rentalsegye.com/product.php?no=11371&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990093989_YaqDQ4fe_EBA994EC9DB8_1_224x224.png","","P-R40C(R)S","[현대큐밍] 프리미엄RO 냉온정수기 (하프형)","26,900","1,900"
"https://www.rentalsegye.com/product.php?no=11379&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990093989_6eqgrAh4_EBA994EC9DB81_224x224.png","","P-M15CB","[현대큐밍] 더슬림 미니 정수전용 정수기","12,900","0"
"https://www.rentalsegye.com/product.php?no=11392&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990093989_x4BDYdRi_EBA994EC9DB8_1_224x224.png","타사보상","WP-45S9P010M","[청호나이스] 뉴디지털 냉온정수기","32,900","2,900"
"https://www.rentalsegye.com/product.php?no=11396&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098305_l460jEMZ_WP-43C60000M_480x480_224x224.png","타사보상","WP-43C60000M","[청호나이스] 일반정수기 TIDY","15,900","0"
"https://www.rentalsegye.com/product.php?no=11404&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098305_lyTVZhXw_WP-45C90020M_224x224.jpg","타사보상","WP-45C90020M","[청호나이스] 냉온정수기 450","21,900","0"
"https://www.rentalsegye.com/product.php?no=28120&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3554642403_xr80MadQ_ed4d6870ff97eb5945604f3b9df06afa_224x224.jpg","","CP-W601SW","[쿠쿠] 인스퓨어 냉온정수기","20,900","0"
"https://www.rentalsegye.com/product.php?no=28121&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3554642403_6oCvfFh9_3699108217_oh4yfP3K_CP-W602SW_224x224.jpg","","CP-W602SW","[쿠쿠] 인스퓨어 냉온정수기","18,900","0"
"https://www.rentalsegye.com/product.php?no=14943&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2041769588_3fUyKOJL_1619402431_3KUdPmxW_EB8389_224x224.jpg","","WP-30C9560N","[청호나이스] 냉온정수기","24,900","0"
"https://www.rentalsegye.com/product.php?no=15221&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_Roleasm9_P-B30CB_224x224.jpg","","P-B30C","[현대큐밍] 더퓨어 베이직 냉온정수기","16,900","0"
"https://www.rentalsegye.com/product.php?no=41335&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_i86Wxyzr_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_-_2025-05-16T155105.807_224x224.png","반값할인","CHPI-7521L","[코웨이] 얼음정수기 RO","36,360","6,360"
"https://www.rentalsegye.com/product.php?no=17341&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-238048619_b4ALS32r_thumb-2041769691_SCNJxRo8_ID0105_2749_attimg_org_400x400_224x224.png","반값할인","CPI-7511L","[코웨이] AIS (아이스) 3.0 정수기 IoCare","34,560","4,560"
"https://www.rentalsegye.com/product.php?no=17343&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2041769691_wcMelZFH_27909044522.20210708114726_224x224.jpg","반값할인","CHPI-7511L","[코웨이] AIS (아이스) 3.0 정수기 IoCare","38,160","8,160"
"https://www.rentalsegye.com/product.php?no=18011&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3731255706_HYlgpvJk_00658373427_224x224.png","타사보상","WK470","[웰스] 미네랄 대형 스탠드 정수기","51,900","26,900"
"https://www.rentalsegye.com/product.php?no=19340&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-1982374971_VcfNEg0M_20210809090038_86961_224x224.png","","P-A52C","[현대큐밍] 더퓨어 알파 UV 카운터 냉온정수기","22,900","0"
"https://www.rentalsegye.com/product.php?no=19341&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-1982374971_nx7Nubdy_20210809090705_488526_224x224.png","","P-A52S","[현대큐밍] 더퓨어 알파 UV 스탠드 냉온정수기","23,900","0"
"https://www.rentalsegye.com/product.php?no=19829&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3554642368_mlFPLj9s_1_224x224.png","","CP-DN2001S","[쿠쿠] 업소용 대용량 냉온정수기 L","25,900","0"
"https://www.rentalsegye.com/product.php?no=19867&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-1995136977_B41A7pG2_WI-53C9600M_224x224.jpg","","WI-53C9600M","[청호나이스] 얼음 냉온정수기 OMNI plus","31,900","1,900"
"https://www.rentalsegye.com/product.php?no=42270&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_RW3hHro1_logo_sk_194x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098305_Lq0FRvP5_WPU-JAC104SWW_480x480_224x224.png","반값할인","WPU-JAC104S(WW)","[SK매직] 초소형 직수 정수기 위글위글","26,000","0"
"https://www.rentalsegye.com/product.php?no=42274&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_RW3hHro1_logo_sk_194x100.png","https://tlpartner.speedycdn.net/data/file/item_product/990098305_u5Tr0F19_ECA09CEBAAA9EC9D84-EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94__281229.gif","반값할인","WPU-JAC104S","[SK매직] 초소형 직수 정수기","26,000","0"
"https://www.rentalsegye.com/product.php?no=19869&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614355_O9ESeVR1_1676355239_Rcg3Sxik_1_224x224.jpg","","WI-53C8600M","[청호나이스] 얼음 냉정수기 OMNI plus","29,900","0"
"https://www.rentalsegye.com/product.php?no=19880&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_3rUDe0nN_logo_chungho_525x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2041769626_oga9kK8i_20180104173857104779_224x224.png","타사보상","WP-40C60000M","[청호나이스] 일반정수기 S","13,900","0"
"https://www.rentalsegye.com/product.php?no=19899&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2039833993_6Xmi79OB_00300172170_224x224.png","타사보상","WK370","웰스 정수기 미네랄 중대형 스탠드 정수기 20L","41,900","16,900"
"https://www.rentalsegye.com/product.php?no=19901&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2039833993_uPKs5hcD_995760363_224x224.png","타사보상","WM071RWA","[웰스] 정수기 RO","35,900","10,900"
"https://www.rentalsegye.com/product.php?no=20169&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_TtgPoe0h_logo_lg_372x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_I2dmaFhH_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_287029_224x224.png","타사보상","WD325AS","[LG] 퓨리케어 상하좌우 냉정수기 실버","16,900","0"
"https://www.rentalsegye.com/product.php?no=20174&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_TtgPoe0h_logo_lg_372x100.png","https://tlpartner.speedycdn.net/data/file/item_product/990098305_9uoXK8pa_WD525ACBGB_480x480.gif","타사보상","WD525ACB/GB","[LG] 오브제컬렉션 ALL직수 상하좌우 냉온정수기","19,900","0"
"https://www.rentalsegye.com/product.php?no=21741&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3554642388_yscX0hOg_12dcc_224x224.jpg","","CP-WS601SW","[쿠쿠] 인스퓨어 코크살균 냉온정수기","21,900","0"
"https://www.rentalsegye.com/product.php?no=20909&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_V8aU6RCs_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_289629_224x224.png","타사보상","CHP-3140N","[코웨이] 노블 정수기 빌트인 (냉온정)","32,760","2,760"
"https://www.rentalsegye.com/product.php?no=20913&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_ZfVNIgUc_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_289829_224x224.png","타사보상","CHP-8200N","[코웨이] 노블 정수기 세로 (냉온정)","30,060","60"
"https://www.rentalsegye.com/product.php?no=21671&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_tep2JhKg_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_289329_224x224.png","타사보상","CHP-8210N","[코웨이] 노블 정수기 가로 (냉온정)","30,060","60"
"https://www.rentalsegye.com/product.php?no=21669&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614425_UAFHID10_KakaoTalk_20211231_103333863_01_224x224.jpg","","P-6320L","[코웨이] 프라임 정수기 베이직","20,900","0"
"https://www.rentalsegye.com/product.php?no=21740&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_pRQd9fUT_logo_cuckoo_499x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3554642388_E3lkP8Oi_661910538_y1ECpIMO_CP-WS601WH_1_224x224.jpg","","CP-WS601HW","[쿠쿠] 인스퓨어 코크살균 냉온정수기","20,900","0"
"https://www.rentalsegye.com/product.php?no=31351&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_5cBVIkhs_logo_wells_357x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-3731255661_IEYirLTj_1682557280_Gp7yTefQ_1_224x224.jpg","타사보상","WQ271UWA","[웰스]  정수기 미네랄 소형 스탠드","21,900","0"
"https://www.rentalsegye.com/product.php?no=21996&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_QmYlbwPv_logo_coway_391x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-990098083_EDUJelfa_ECA09CEBAAA9EC9D84_EC9E85EBA0A5ED95B4ECA3BCEC84B8EC9A94_-001_2810029_224x224.png","타사보상","CHP-8310L","[코웨이] 노블 정수기 RO (냉온정)","30,060","60"
"https://www.rentalsegye.com/product.php?no=22107&cid=1377&gid=1424","https://tlpartner.speedycdn.net/data/file/item_code/990098083_qZYoMiDH_logo_quming_325x100.png","https://tlpartner.speedycdn.net/data/file/item_product/thumb-2009614428_DT1gCxpJ_1589248133_NblgqMwF_1_224x224.jpg","","P-R40SS","[현대큐밍] 프리미엄RO 냉온정수기 (스탠드형)","26,900","1,900"
